"Wave_time","State","StateFIPS","Start_Date","End_Date","N_state","Go to work","Go to the gym","Go visit a friend","Go to a cafe, bar, or restaurant","Go to a doctor or visit a hospital","Go to church or another place of worship","Take mass transit (e.g. subway, bus or train)","Avoiding contact with other people","Avoiding public or crowded places","Frequently washing hands","Wearing a face mask when outside of your home","Been in a room with someone outside of 
 household in the past 24 hours","Yes, 5-10 people","Yes, 11-50 people","Yes, 50 or more people"
"April23","New Jersey",34,2023-04-05,2023-05-05,561,41.07,19.41,28.31,23.58,16.95,9.54,10.8,19.87,24.07,53.81,23.69,54.3,14.26,6.82,2.85
"April23","New Mexico",35,2023-04-05,2023-05-05,381,43.02,10.54,29.48,30.11,17.41,16.06,4.68,16.96,21.82,58.17,20,56.01,12.1,8.21,5.46
"April23","Nevada",32,2023-04-05,2023-05-05,431,40.2,10.79,22,31.78,14.03,9.04,5.84,23.24,24.24,60.45,20.1,58.2,14.33,7.87,7.38
"April23","New York",36,2023-04-05,2023-05-05,744,37.82,16.86,26.73,24.06,15.63,10.92,18.21,23.76,29.9,57.4,30.72,56.47,14.13,8.59,3.15
"April23","Ohio",39,2023-04-05,2023-05-05,541,40.12,10.8,26.38,27.29,14.78,15.79,3.61,19.17,23.41,58.6,16.1,56.69,15.54,9.26,6.8
"April23","Oklahoma",40,2023-04-05,2023-05-05,455,45.53,12.26,28.64,23.99,16,12.38,3.34,13.92,19.65,56.85,13.62,59.05,11.88,7.44,5.1
"April23","Oregon",41,2023-04-05,2023-05-05,448,39.74,10.37,26.42,26.3,12.75,7.1,3.89,13.39,22.41,46.72,18.84,54.8,11.82,8.11,4.5
"April23","Pennsylvania",42,2023-04-05,2023-05-05,502,41.46,10.75,24.37,27.62,15.21,13.23,7.95,22.54,26.4,56.98,19.94,59.2,14.74,6.54,6.29
"April23","Rhode Island",44,2023-04-05,2023-05-05,437,49.03,14.52,24.69,28.07,12.88,9.87,5.87,19.62,23.14,59,19.52,62.05,19.43,10.15,4.39
"April23","South Carolina",45,2023-04-05,2023-05-05,489,40.93,11.07,33.75,30.73,13.49,13.42,3.03,18.08,24.09,55.53,19.42,50.05,9.72,7.92,6.93
"April23","South Dakota",46,2023-04-05,2023-05-05,376,50.12,10.33,33.14,36.71,17.57,20.39,1.32,12.39,13.46,50.94,11.88,68.5,16.56,14.53,6.86
"April23","Tennessee",47,2023-04-05,2023-05-05,567,41.51,10.64,25.22,27.04,16.23,22.9,2.04,18.58,23.9,54.55,19,53.45,15.91,9.63,6.32
"April23","Texas",48,2023-04-05,2023-05-05,677,50.4,15.09,30.94,34.27,16.48,11.44,5.05,22.24,27.76,60.87,25.33,59.75,12.55,7.74,4.9
"April23","Utah",49,2023-04-05,2023-05-05,350,45.58,11.61,32.79,32.84,11.83,17.23,7.66,12.45,15.08,57.78,9.56,63.1,19.15,10.17,6.57
"April23","Virginia",51,2023-04-05,2023-05-05,502,42.9,14.99,33.4,30.99,14.5,16.41,7.97,21.03,22.5,57.6,20.13,61.85,14.67,9.46,5.68
"April23","Vermont",50,2023-04-05,2023-05-05,320,47.87,8.78,27.72,25.17,19.7,6.28,3.6,13.23,21.74,51.34,14.62,63.82,17.51,10.34,4.32
"April23","Washington",53,2023-04-05,2023-05-05,626,40.61,13.4,29.66,31.38,12.05,9.38,9.27,17.35,20.65,53.37,23.24,57.66,13.14,7.63,5.05
"April23","Wisconsin",55,2023-04-05,2023-05-05,477,38.54,14.91,33.75,33.34,13.83,10.77,4.28,10.88,17.97,47.66,11.88,63.66,12.84,10.63,7.55
"April23","West Virginia",54,2023-04-05,2023-05-05,376,39.44,11.26,24.99,27.1,20.17,14.74,3.23,19.68,26.44,58.15,18.28,57.63,12.43,10.06,5.77
"April23","Wyoming",56,2023-04-05,2023-05-05,327,46.22,10.08,29.19,30.18,13.37,13.32,4.05,11.19,14.18,48.84,9.63,67.14,18.02,11.53,9.11
"July23","United States",NA,2023-06-29,2023-08-01,27960,NA,NA,NA,NA,NA,NA,NA,15.94,21.58,NA,15.83,NA,NA,NA,NA
"July23","Alaska",2,2023-06-29,2023-08-01,372,NA,NA,NA,NA,NA,NA,NA,12.71,19.41,NA,12.54,NA,NA,NA,NA
"July23","Alabama",1,2023-06-29,2023-08-01,518,NA,NA,NA,NA,NA,NA,NA,17.77,22.64,NA,14.65,NA,NA,NA,NA
"July23","Arkansas",5,2023-06-29,2023-08-01,427,NA,NA,NA,NA,NA,NA,NA,14.75,22.67,NA,12.88,NA,NA,NA,NA
"July23","Arizona",4,2023-06-29,2023-08-01,566,NA,NA,NA,NA,NA,NA,NA,17.45,23.25,NA,16.95,NA,NA,NA,NA
"July23","California",6,2023-06-29,2023-08-01,1726,NA,NA,NA,NA,NA,NA,NA,19.63,25.41,NA,21.84,NA,NA,NA,NA
"July23","Colorado",8,2023-06-29,2023-08-01,492,NA,NA,NA,NA,NA,NA,NA,13.15,19.91,NA,13.68,NA,NA,NA,NA
"July23","Connecticut",9,2023-06-29,2023-08-01,424,NA,NA,NA,NA,NA,NA,NA,11.36,16.73,NA,10.69,NA,NA,NA,NA
"July23","District of Columbia",11,2023-06-29,2023-08-01,395,NA,NA,NA,NA,NA,NA,NA,32.85,31.01,NA,31.85,NA,NA,NA,NA
"July23","Delaware",10,2023-06-29,2023-08-01,372,NA,NA,NA,NA,NA,NA,NA,15.74,26.65,NA,17.12,NA,NA,NA,NA
"July23","Florida",12,2023-06-29,2023-08-01,1075,NA,NA,NA,NA,NA,NA,NA,16.61,23.96,NA,16.42,NA,NA,NA,NA
"July23","Georgia",13,2023-06-29,2023-08-01,703,NA,NA,NA,NA,NA,NA,NA,22.28,28.8,NA,19.71,NA,NA,NA,NA
"July23","Hawaii",15,2023-06-29,2023-08-01,396,NA,NA,NA,NA,NA,NA,NA,17.55,26.89,NA,27.9,NA,NA,NA,NA
"July23","Iowa",19,2023-06-29,2023-08-01,413,NA,NA,NA,NA,NA,NA,NA,9.6,13.77,NA,5.66,NA,NA,NA,NA
"July23","Idaho",16,2023-06-29,2023-08-01,449,NA,NA,NA,NA,NA,NA,NA,13.73,16.6,NA,7.5,NA,NA,NA,NA
"July23","Illinois",17,2023-06-29,2023-08-01,640,NA,NA,NA,NA,NA,NA,NA,15.94,21.8,NA,18.19,NA,NA,NA,NA
"July23","Indiana",18,2023-06-29,2023-08-01,520,NA,NA,NA,NA,NA,NA,NA,15.13,15.02,NA,10.02,NA,NA,NA,NA
"July23","Kansas",20,2023-06-29,2023-08-01,387,NA,NA,NA,NA,NA,NA,NA,10.8,17.69,NA,9.08,NA,NA,NA,NA
"July23","Kentucky",21,2023-06-29,2023-08-01,473,NA,NA,NA,NA,NA,NA,NA,16.6,23.05,NA,11.63,NA,NA,NA,NA
"July23","Louisiana",22,2023-06-29,2023-08-01,437,NA,NA,NA,NA,NA,NA,NA,18.15,22.69,NA,17.19,NA,NA,NA,NA
"July23","Massachusetts",25,2023-06-29,2023-08-01,470,NA,NA,NA,NA,NA,NA,NA,13.59,17.74,NA,12.67,NA,NA,NA,NA
"July23","Maryland",24,2023-06-29,2023-08-01,548,NA,NA,NA,NA,NA,NA,NA,17.63,20.28,NA,19.29,NA,NA,NA,NA
"July23","Maine",23,2023-06-29,2023-08-01,441,NA,NA,NA,NA,NA,NA,NA,15.27,18.37,NA,10.06,NA,NA,NA,NA
"July23","Michigan",26,2023-06-29,2023-08-01,599,NA,NA,NA,NA,NA,NA,NA,14.27,19.66,NA,14.3,NA,NA,NA,NA
"July23","Minnesota",27,2023-06-29,2023-08-01,492,NA,NA,NA,NA,NA,NA,NA,12.96,15.92,NA,6.08,NA,NA,NA,NA
"July23","Missouri",29,2023-06-29,2023-08-01,515,NA,NA,NA,NA,NA,NA,NA,18.24,20.01,NA,11.67,NA,NA,NA,NA
"July23","Mississippi",28,2023-06-29,2023-08-01,404,NA,NA,NA,NA,NA,NA,NA,21.24,29.34,NA,20.96,NA,NA,NA,NA
"July23","Montana",30,2023-06-29,2023-08-01,422,NA,NA,NA,NA,NA,NA,NA,13.15,17.72,NA,7.85,NA,NA,NA,NA
"July23","North Carolina",37,2023-06-29,2023-08-01,606,NA,NA,NA,NA,NA,NA,NA,16.25,20.49,NA,13.56,NA,NA,NA,NA
"July23","North Dakota",38,2023-06-29,2023-08-01,388,NA,NA,NA,NA,NA,NA,NA,8.23,12.65,NA,6.67,NA,NA,NA,NA
"July23","Nebraska",31,2023-06-29,2023-08-01,469,NA,NA,NA,NA,NA,NA,NA,10.98,14.76,NA,8.36,NA,NA,NA,NA
"July23","New Hampshire",33,2023-06-29,2023-08-01,366,NA,NA,NA,NA,NA,NA,NA,13.71,16.6,NA,7.71,NA,NA,NA,NA
"July23","New Jersey",34,2023-06-29,2023-08-01,546,NA,NA,NA,NA,NA,NA,NA,10.79,17.76,NA,13.51,NA,NA,NA,NA
"July23","New Mexico",35,2023-06-29,2023-08-01,398,NA,NA,NA,NA,NA,NA,NA,19.18,23.15,NA,17.29,NA,NA,NA,NA
"July23","Nevada",32,2023-06-29,2023-08-01,501,NA,NA,NA,NA,NA,NA,NA,15.33,19.29,NA,16.5,NA,NA,NA,NA
"July23","New York",36,2023-06-29,2023-08-01,1330,NA,NA,NA,NA,NA,NA,NA,18.71,25.25,NA,24.05,NA,NA,NA,NA
"July23","Ohio",39,2023-06-29,2023-08-01,722,NA,NA,NA,NA,NA,NA,NA,13.36,21.04,NA,12.06,NA,NA,NA,NA
"July23","Oklahoma",40,2023-06-29,2023-08-01,475,NA,NA,NA,NA,NA,NA,NA,12.24,16.26,NA,13.65,NA,NA,NA,NA
"July23","Oregon",41,2023-06-29,2023-08-01,457,NA,NA,NA,NA,NA,NA,NA,12.87,20.07,NA,8.5,NA,NA,NA,NA
"July23","Pennsylvania",42,2023-06-29,2023-08-01,727,NA,NA,NA,NA,NA,NA,NA,11.65,19.9,NA,10.66,NA,NA,NA,NA
"July23","Rhode Island",44,2023-06-29,2023-08-01,375,NA,NA,NA,NA,NA,NA,NA,15.95,16.73,NA,11.08,NA,NA,NA,NA
"July23","South Carolina",45,2023-06-29,2023-08-01,470,NA,NA,NA,NA,NA,NA,NA,17.74,22.82,NA,13.41,NA,NA,NA,NA
"July23","South Dakota",46,2023-06-29,2023-08-01,407,NA,NA,NA,NA,NA,NA,NA,12.89,19.56,NA,11.18,NA,NA,NA,NA
"July23","Tennessee",47,2023-06-29,2023-08-01,517,NA,NA,NA,NA,NA,NA,NA,15.65,22.14,NA,14.09,NA,NA,NA,NA
"July23","Texas",48,2023-06-29,2023-08-01,1372,NA,NA,NA,NA,NA,NA,NA,17.94,25.46,NA,17.9,NA,NA,NA,NA
"July23","Utah",49,2023-06-29,2023-08-01,426,NA,NA,NA,NA,NA,NA,NA,13.72,18.54,NA,9.13,NA,NA,NA,NA
"July23","Virginia",51,2023-06-29,2023-08-01,630,NA,NA,NA,NA,NA,NA,NA,17.36,20.99,NA,16.79,NA,NA,NA,NA
"July23","Vermont",50,2023-06-29,2023-08-01,325,NA,NA,NA,NA,NA,NA,NA,13.66,18.25,NA,11.17,NA,NA,NA,NA
"July23","Washington",53,2023-06-29,2023-08-01,621,NA,NA,NA,NA,NA,NA,NA,12.69,19.08,NA,13.39,NA,NA,NA,NA
"July23","Wisconsin",55,2023-06-29,2023-08-01,440,NA,NA,NA,NA,NA,NA,NA,10.54,16.74,NA,6.92,NA,NA,NA,NA
"July23","West Virginia",54,2023-06-29,2023-08-01,379,NA,NA,NA,NA,NA,NA,NA,11.5,18.95,NA,9.68,NA,NA,NA,NA
"July23","Wyoming",56,2023-06-29,2023-08-01,337,NA,NA,NA,NA,NA,NA,NA,10.13,11.73,NA,6.94,NA,NA,NA,NA
