"Wave_time","State","StateFIPS","Start_Date","End_Date","N_state","Go to work","Go to the gym","Go visit a friend","Go to a cafe, bar, or restaurant","Go to a doctor or visit a hospital","Go to church or another place of worship","Take mass transit (e.g. subway, bus or train)","Avoiding contact with other people","Avoiding public or crowded places","Frequently washing hands","Wearing a face mask when outside of your home","Been in a room with someone outside of 
 household in the past 24 hours","Yes, 5-10 people","Yes, 11-50 people","Yes, 50 or more people"
"June","Missouri",29,2021-06-09,2021-07-15,480,36.28,8.67,24.1,24.24,11.04,8.5,1.65,25.93,32.98,61.16,35.75,56.56,14.58,7.47,3.68
"June","Mississippi",28,2021-06-09,2021-07-15,368,38.3,6.51,17.11,23.93,17.71,14.65,0.68,32.71,38.93,60.64,51.55,47.02,8.56,8.77,2.8
"June","Montana",30,2021-06-09,2021-07-15,356,35.91,9.92,25.52,27.19,12.29,6.88,1.88,17.49,29.55,57.95,22.93,57.8,13.39,9.8,2.98
"June","North Carolina",37,2021-06-09,2021-07-15,496,39.3,14.33,25.45,23.51,13.75,11.75,5.35,33.07,39.35,69.48,50.21,50.77,14.2,6.65,2.91
"June","North Dakota",38,2021-06-09,2021-07-15,291,43.45,12.88,30.81,36.1,14.15,12.4,1.25,14.7,21.79,48,21.43,62.08,17.43,9.33,3.89
"June","Nebraska",31,2021-06-09,2021-07-15,381,44.85,8.79,27.84,25.83,12.91,11.01,3.05,17.73,21.82,62.87,28.88,57.19,11.74,11.89,3.19
"June","New Hampshire",33,2021-06-09,2021-07-15,386,35.55,9.85,23.39,21.19,11.5,3.98,3.25,24.11,36.13,59.72,44.26,52.47,13.11,5.74,3.92
"June","New Jersey",34,2021-06-09,2021-07-15,436,32.81,13.04,24.27,28.29,15.88,7.88,9.02,33.99,40.39,65.95,61.09,51.09,8.13,7.84,3.48
"June","New Mexico",35,2021-06-09,2021-07-15,372,34.31,8.08,21.14,21.55,14.44,8.6,4.74,25.56,37.62,65.95,49.35,49.97,14.18,7.61,3.57
"June","Nevada",32,2021-06-09,2021-07-15,484,41.5,16.6,21.15,24.8,10.15,8.01,6.91,21.95,29.85,58.23,46.99,49.65,14.67,6.89,5.14
"June","New York",36,2021-06-09,2021-07-15,695,34.03,14.55,23.69,18.17,12.4,8.2,14.6,39,45.86,69.97,61.92,50.99,12.69,4.75,2.28
"June","Ohio",39,2021-06-09,2021-07-15,565,33.11,9.94,21.51,23.5,12.39,9.5,3.28,30.83,34.12,63.1,44.09,50.68,12.82,6.5,3.73
"June","Oklahoma",40,2021-06-09,2021-07-15,466,42.63,9.2,29.26,27.86,16.94,10.98,3.59,26.83,38.22,66.11,43.94,53.71,14.44,6.37,4.12
"June","Oregon",41,2021-06-09,2021-07-15,481,33.29,7.34,22.86,23.83,8.53,7.96,4.86,28.99,38.89,54.94,55.21,53.36,14.53,6.14,4.36
"June","Pennsylvania",42,2021-06-09,2021-07-15,490,34.06,10.31,24.77,23.16,13.23,10.56,5.22,26.07,36.63,58.59,49.24,56.76,12.13,7,5.38
"June","Rhode Island",44,2021-06-09,2021-07-15,295,38.34,10.38,30.31,24.38,16.55,8.26,5.88,30.38,38.74,65.39,45.75,52.06,11.4,10.91,1.2
"June","South Carolina",45,2021-06-09,2021-07-15,491,40.92,7.43,27.63,27.41,14.57,11.88,2.06,26.71,33.45,61.5,47.11,54.1,12.07,7.59,5.54
"June","South Dakota",46,2021-06-09,2021-07-15,315,42.8,8.5,34.87,33.84,15.12,13.38,1.08,14.88,27.43,55.55,26.01,62.99,17.44,8.41,5.79
"June","Tennessee",47,2021-06-09,2021-07-15,477,39.73,12.3,30.68,29.12,12.8,11.25,1.41,28.22,31.39,64.35,40.92,56.38,14.41,9.07,4.58
"June","Texas",48,2021-06-09,2021-07-15,770,41.72,14.52,22.7,30.45,14.3,11.41,3.52,35.63,41.52,69,58.07,48.35,11.72,6.42,4.08
"June","Utah",49,2021-06-09,2021-07-15,382,40.22,16.84,36.35,32.98,17.29,15.18,7,20.73,29.62,57.4,32.07,62.61,17.04,8.29,4.4
"June","Virginia",51,2021-06-09,2021-07-15,465,33.59,12.7,25.5,24.99,15.5,10.25,3.36,34.9,43.52,67.82,58.91,45.74,11.77,4.11,2.96
"June","Vermont",50,2021-06-09,2021-07-15,247,38.23,4.87,25.06,23.82,18.26,4.53,1.9,29.28,35.01,60,45.79,56.6,22.19,4.94,0.66
"June","Washington",53,2021-06-09,2021-07-15,494,33.7,9.99,21.81,17.87,12.46,5.25,6.14,31.5,40.76,62.12,56.95,46.58,10.82,4.44,1.94
"June","Wisconsin",55,2021-06-09,2021-07-15,481,37.77,8.49,30.52,27.12,12.12,7.79,4.1,19.44,27.72,62.2,31.29,60.36,17.14,7.49,4.6
"June","West Virginia",54,2021-06-09,2021-07-15,343,32.86,6.58,25.76,22.7,16.75,5.05,2.69,32.71,38,66.8,51.41,52.89,17.01,4.46,3.76
"June","Wyoming",56,2021-06-09,2021-07-15,206,43.62,11.01,38.51,27.96,18.51,7.6,1.53,19.58,26.09,57.88,18.34,60.77,13.03,8.93,5.54
"September","United States",NA,2021-08-26,2021-09-27,23938,37.64,10.71,22.02,23.36,12.71,9.19,4.9,36.15,44.45,66.56,57.07,51.11,12.78,6.9,3.6
"September","Alaska",2,2021-08-26,2021-09-27,248,41.29,8.75,23.63,24.87,9.55,4.62,1.99,30.44,35.48,60.67,44.85,50.88,8.73,8.53,1.39
"September","Alabama",1,2021-08-26,2021-09-27,439,37.75,9.9,20.57,22.51,11.84,14.84,2.21,41.28,41.98,68.27,57.71,50.89,9.41,5.7,5.15
"September","Arkansas",5,2021-08-26,2021-09-27,510,39.78,11.05,25.38,19.48,10.87,13.21,1.82,36.21,43.98,63.12,52.07,57.95,13.26,6.56,6.03
"September","Arizona",4,2021-08-26,2021-09-27,516,41.48,11.44,23.72,27.44,12.89,8.03,6.95,40.17,47.2,68.82,58.11,49.75,12.72,5.51,4.13
"September","California",6,2021-08-26,2021-09-27,1040,39.79,13.11,20.48,26.27,13.21,5.75,4.24,39.35,48.69,71.25,71.19,47.47,13.17,6.16,3.3
"September","Colorado",8,2021-08-26,2021-09-27,458,42.62,15.22,27.23,26.44,14.79,7.19,5.73,25.64,31.54,62.82,40.28,60.15,17.32,7.03,2.43
"September","Connecticut",9,2021-08-26,2021-09-27,371,41.96,9.66,28.38,18.19,9.95,8.51,2.78,37.06,48.07,65.45,69.55,48.37,9.06,9.13,2.86
"September","District of Columbia",11,2021-08-26,2021-09-27,299,35.5,10.52,20.02,16.59,9.18,5.71,16.55,47.22,54.38,77.17,75,47.27,10.31,6,2
"September","Delaware",10,2021-08-26,2021-09-27,392,35.95,9.79,20.28,23.61,13.8,10.22,6.38,31.88,41.99,64.78,50.52,49.32,15.15,8.33,2.8
"September","Florida",12,2021-08-26,2021-09-27,683,31.8,9.34,18.92,22.37,14.24,9.47,2.93,47.24,51.06,67.78,65.83,42.88,9.71,6.47,3.9
"September","Georgia",13,2021-08-26,2021-09-27,519,34.18,11.26,20.59,23.02,14.76,9.64,3.14,43.71,53.45,70.74,65.93,47.09,9.54,4.94,2.68
"September","Hawaii",15,2021-08-26,2021-09-27,403,39.66,6.18,14.78,17.07,7.56,4.59,4.86,43.4,51.35,70.17,81.52,45.23,11.94,7.61,1.31
"September","Iowa",19,2021-08-26,2021-09-27,408,39.61,5.76,20.23,26.5,8.49,12.04,1.92,29.38,41.45,59.09,36.6,51.44,10.63,8.25,5.58
"September","Idaho",16,2021-08-26,2021-09-27,467,43.99,7.37,23.63,29.37,15.46,10.52,1.37,26.21,33.73,63.67,34.28,57.11,13.16,8.91,4.13
"September","Illinois",17,2021-08-26,2021-09-27,611,38.04,11.6,20.27,23.83,13.01,9.79,7.66,37.2,43.73,65.96,62.14,50.53,14.31,7.38,3.66
"September","Indiana",18,2021-08-26,2021-09-27,419,34.73,7.3,19.26,27.27,10.86,10.5,3.67,32.12,43.6,64.26,49.9,49.04,15.24,3.24,4.2
"September","Kansas",20,2021-08-26,2021-09-27,382,39.42,13.53,24.23,26.51,14.28,10.38,1.81,29.39,38.39,66.48,45.67,56.55,12.85,6.53,6.55
"September","Kentucky",21,2021-08-26,2021-09-27,428,34.54,4.55,20.74,16.19,14.16,10.01,3.63,36.26,49.99,65.13,53.93,46.43,14.2,5.9,3.98
"September","Louisiana",22,2021-08-26,2021-09-27,352,30.91,8.6,22.25,21.57,13.69,9.29,3.47,43.46,53.77,67.8,70.46,42.62,12.36,2.61,1.37
"September","Massachusetts",25,2021-08-26,2021-09-27,513,34.73,10.29,22.12,26.41,12.68,7.36,5.52,33.33,40.37,64.85,54.88,55,13.51,7.24,4.71
"September","Maryland",24,2021-08-26,2021-09-27,479,40.09,14.93,21.6,22.93,13.92,7.18,7.89,37.83,46.89,71.73,65.82,46.72,11.7,8.7,2.03
"September","Maine",23,2021-08-26,2021-09-27,471,36.13,7.27,21.15,15.57,14.02,3.83,2.16,29.28,38.07,63.36,40.93,48.5,13.57,6.31,4.24
"September","Michigan",26,2021-08-26,2021-09-27,563,32.14,7.83,25.99,25.05,13.77,10.35,2.63,33.12,38.6,63.97,44.48,51.27,12.58,6.2,4.85
"September","Minnesota",27,2021-08-26,2021-09-27,453,39.76,8.8,21.31,21.48,11.4,7.58,3.03,25.61,36.26,57.66,36.89,49.82,9.56,9.59,6.75
"September","Missouri",29,2021-08-26,2021-09-27,489,38.47,9.78,26.75,24.89,14.26,12.79,2.67,30.83,39.05,66.22,46.88,53.91,8.73,9.71,4.14
"September","Mississippi",28,2021-08-26,2021-09-27,404,41.47,7.5,21.55,22.2,13,15.69,1.19,43.11,50.14,64.94,57.16,43.72,10.62,6.08,3.33
"September","Montana",30,2021-08-26,2021-09-27,380,33.68,6.75,23.7,19.16,11.49,4.36,1.01,20.55,31.88,57.46,33.64,53.37,13.42,7.76,3.8
"September","North Carolina",37,2021-08-26,2021-09-27,515,30.39,8.88,21.38,23.09,12.54,11.46,1.62,43.45,48.54,66.9,64.17,45.4,10.84,7.27,2.58
"September","North Dakota",38,2021-08-26,2021-09-27,343,43.17,9.3,27.38,31.64,18.03,13.47,1.51,20.54,29.06,54.18,22.52,67.2,20.69,14.39,6.9
"September","Nebraska",31,2021-08-26,2021-09-27,445,45.69,10.8,22.91,26.65,8.3,8.73,2.97,27.74,35.76,63.56,43.38,56.32,16.62,9.45,4.3
"September","New Hampshire",33,2021-08-26,2021-09-27,397,40.66,10.92,25.04,25.25,12.34,4.32,1.98,29.5,43.36,67.4,47.86,55.2,15.04,5.94,2.86
"September","New Jersey",34,2021-08-26,2021-09-27,469,35.55,12.11,26.18,25.62,14.68,9.79,6.38,34.36,39.19,65.29,55.45,54.77,12.62,7.65,3
"September","New Mexico",35,2021-08-26,2021-09-27,432,34.81,6.98,20.59,21.62,14.21,7.4,3.53,36.32,46.35,72.96,67.97,49.81,9.41,7.93,2.18
"September","Nevada",32,2021-08-26,2021-09-27,446,35.12,9.33,20.76,30.37,10.11,5.32,7.6,42.22,48.59,67.15,71.79,49.94,8.96,8.23,4.89
"September","New York",36,2021-08-26,2021-09-27,916,36.29,11.58,23.76,19.67,13.4,8.41,14.59,36.52,47.86,66.63,62.81,50.38,12.49,5.32,2.34
"September","Ohio",39,2021-08-26,2021-09-27,580,37.57,9.01,19.34,19.27,14.88,7.52,5.07,34.24,38.02,63.8,46.48,50.29,11.26,5.67,3.51
"September","Oklahoma",40,2021-08-26,2021-09-27,446,42.29,9.98,28.11,23.43,11.08,10.74,3.64,32.13,40.3,65.51,46.19,52.69,16.39,6,3.78
"September","Oregon",41,2021-08-26,2021-09-27,495,32.61,9.02,24.38,21.46,10.44,5.5,5.96,42.92,46.71,65.01,65.04,46.16,10.88,4.77,2.42
"September","Pennsylvania",42,2021-08-26,2021-09-27,539,34.42,11.99,22.11,26.59,13.01,8.08,8.44,33.02,42.53,63.98,51.25,50.71,13.82,8.35,3.86
"September","Rhode Island",44,2021-08-26,2021-09-27,330,31.85,10.38,19.79,21.39,9.63,7.47,8.26,36.53,46.52,69.43,45.41,50.9,10.51,7.08,1.76
"September","South Carolina",45,2021-08-26,2021-09-27,413,35.08,9.97,22.8,22.6,15.46,13.49,1.69,36.27,48.34,65.24,54.4,52.08,16.07,8.3,1.04
"September","South Dakota",46,2021-08-26,2021-09-27,324,45.15,8.83,23.55,24.63,10.87,8.11,2.32,23.19,31.55,57.35,28.88,62.12,19.99,11.93,4.63
"September","Tennessee",47,2021-08-26,2021-09-27,462,36.07,8.86,21.38,21.9,16.04,9.15,1.47,35.58,44.36,68.07,56.56,46.61,8.3,6.96,2.91
"September","Texas",48,2021-08-26,2021-09-27,756,41.91,10.18,25.47,24.4,11.51,11.03,3.77,34.96,44.64,67.21,66.27,49.78,13.87,5.04,4.04
"September","Utah",49,2021-08-26,2021-09-27,437,40.15,12.38,23.12,23.75,12.71,13.43,6.2,23.77,32.21,64.61,37.43,56.98,11.26,8.96,4.55
"September","Virginia",51,2021-08-26,2021-09-27,527,36.77,14.89,25.3,22.61,14.9,7.99,5.13,38.11,45.95,67.8,63.16,53.91,13.74,5.74,3.62
"September","Vermont",50,2021-08-26,2021-09-27,247,33.77,6.09,23.7,23.32,13.59,5.02,0.66,30.18,38.87,56.72,48.72,54.57,14.17,5.56,2.48
"September","Washington",53,2021-08-26,2021-09-27,550,34.98,9.71,21.54,20.93,9.38,6.81,7.87,40.83,49.8,64.31,72.49,47.47,11.29,6.09,3.37
"September","Wisconsin",55,2021-08-26,2021-09-27,499,42.28,8.44,21.38,21.78,9.92,9.47,3.92,29.34,35.64,60.79,41.3,55.91,10.62,6.9,4.19
"September","West Virginia",54,2021-08-26,2021-09-27,421,34.05,5.67,25.37,22,14.87,14.39,1.47,38.32,46.81,64.16,45.87,49.6,13.57,5.77,3.32
"September","Wyoming",56,2021-08-26,2021-09-27,252,41.96,6.57,24,16.74,6.13,8.39,3.42,20.98,27.15,58.43,29.1,64.13,12.1,9.1,6.36
"November21","United States",NA,2021-11-03,2021-12-02,24623,39.07,11.81,24.23,25.09,12.78,9.41,4.71,29.14,36.96,63.99,51.49,55.63,14.2,8.15,4.14
"November21","Alaska",2,2021-11-03,2021-12-02,258,43.8,17.11,24.59,20.72,13.44,9.21,1.22,23.56,28.9,61.76,47.48,52.3,15.97,7.36,4.09
"November21","Alabama",1,2021-11-03,2021-12-02,412,35.01,8.92,31.05,20.94,12.74,12.4,1.18,31.53,39.89,65.09,48.53,53.97,15.98,6.42,3.56
"November21","Arkansas",5,2021-11-03,2021-12-02,350,36.17,7.28,29.76,27.99,15.26,16.56,0.93,29.91,37.99,66.22,41.51,58.38,12.34,9.49,4.26
"November21","Arizona",4,2021-11-03,2021-12-02,518,36.22,15.29,26.1,29.89,15.13,11.76,6.05,29.39,38.77,68.1,46.99,52.88,13.24,6.45,3.05
"November21","California",6,2021-11-03,2021-12-02,1347,42.63,16.66,22.86,28.5,12.95,7.42,6,34.71,42.05,64.77,63.42,50.56,11.01,6.93,3.69
"November21","Colorado",8,2021-11-03,2021-12-02,523,47.12,13.35,24.7,22.52,12.96,5.75,2.58,22.53,29.56,62.51,42.62,60.66,16.64,7.26,3.56
"November21","Connecticut",9,2021-11-03,2021-12-02,341,44.39,11.68,20.89,23.5,14.02,7.49,3.53,32.09,38.13,61.09,60.89,50.94,14.09,8.9,4.56
"November21","District of Columbia",11,2021-11-03,2021-12-02,279,35.38,9.7,20.13,23.29,14.64,6.27,15.81,39.83,44.06,67.64,72.33,57.05,11.62,10.72,3.88
"November21","Delaware",10,2021-11-03,2021-12-02,373,32.75,9.85,22.13,21.72,8.38,6.72,3.79,29.19,36.89,60.73,53.21,55.34,12.33,7.83,2.57
"November21","Florida",12,2021-11-03,2021-12-02,942,35.33,12.9,25.89,24.49,15.03,9.46,2.91,33.28,41.41,63.6,53.11,50.95,13.02,7.13,3.05
"November21","Georgia",13,2021-11-03,2021-12-02,667,39.77,14.07,24.35,24.9,15.58,13.4,2.19,33.97,38.93,64.24,56.61,54.1,15.16,6.09,2.89
"November21","Hawaii",15,2021-11-03,2021-12-02,390,41.16,8.56,17.8,21.96,12.32,6.58,6.53,37.56,45.49,67.16,69.93,45.04,13.66,5.73,3.92
"November21","Iowa",19,2021-11-03,2021-12-02,357,34.34,8.16,28.66,24.96,9.77,7.67,0.82,21.71,31.18,58.76,30.48,55.96,14.62,12.16,4.73
"November21","Idaho",16,2021-11-03,2021-12-02,416,39.83,10.02,23.51,24.88,12.27,10.72,1.53,21.67,27.61,61.61,30.73,61.34,13.57,12.27,7.18
"November21","Illinois",17,2021-11-03,2021-12-02,667,39.56,11.4,21.89,26.32,12.22,8.5,7.92,32.62,37.09,62.72,62.78,54.01,13.88,7.89,4.03
"November21","Indiana",18,2021-11-03,2021-12-02,455,34.34,6.07,22.34,25,14.04,9.67,3.53,22.32,28.87,57.84,37.97,54.03,15.49,8.46,3.28
"November21","Kansas",20,2021-11-03,2021-12-02,366,43.63,9.48,31.96,27.48,10.3,9.81,1.43,21.53,26.97,65.58,38.33,61.63,17.72,6.9,5.78
"November21","Kentucky",21,2021-11-03,2021-12-02,429,29.22,5.73,29.62,22.99,12.21,11.51,1.12,25.15,35.01,66.68,44.66,52.53,15.09,8.69,2.86
"November21","Louisiana",22,2021-11-03,2021-12-02,362,39.8,7.4,30.66,20.66,16.76,9.3,1.9,32.13,47.21,65.83,55.69,48.85,11.48,11.2,1.49
"November21","Massachusetts",25,2021-11-03,2021-12-02,476,39.18,9.86,25.72,25.35,13.58,8.08,6.75,26,34.25,60.64,53.46,56.82,17.03,7.14,3.89
"November21","Maryland",24,2021-11-03,2021-12-02,452,40.39,13.47,22.32,24.38,12.42,8.79,8.92,28.54,36.13,66.92,61.53,54.32,11.4,9.54,4.47
"November21","Maine",23,2021-11-03,2021-12-02,430,34.88,6.04,24.8,17.95,11.81,6.78,1.27,23.66,34.57,63.99,40.26,52.81,10.02,9.63,5.14
"November21","Michigan",26,2021-11-03,2021-12-02,560,38.57,10.29,22.47,24.12,10.57,8.88,2.45,27.32,33.84,62.22,45.34,54.46,16.96,7.68,3.94
"November21","Minnesota",27,2021-11-03,2021-12-02,438,40.81,10.59,25.76,32.42,10.71,7.83,3.83,20.37,30.47,59.62,34.53,60.43,14.65,8.88,5.47
"November21","Missouri",29,2021-11-03,2021-12-02,482,37.21,9.7,26.68,24.91,9.57,12.74,2.91,23.82,32.81,70.16,45.71,62.06,16.89,8.76,7.11
"November21","Mississippi",28,2021-11-03,2021-12-02,357,35.94,9.67,26.26,21.85,17.23,15.94,0.75,29.36,40.16,63.23,47.26,55,13.34,8.46,2.21
"November21","Montana",30,2021-11-03,2021-12-02,365,41.66,8.76,23.52,25.91,11.26,5.61,0.77,16.45,24.37,54.34,27.86,61.09,17.5,7.93,2.22
"November21","North Carolina",37,2021-11-03,2021-12-02,591,36.33,11.65,22.34,25.05,13.7,12.58,3.27,34.22,38.01,62.96,56.93,53.05,11.35,6.65,5.46
"November21","North Dakota",38,2021-11-03,2021-12-02,357,42.07,8.74,31.77,22.36,14.38,8.69,0.26,20.45,28.32,59.78,20.57,65.97,20.72,11.81,7.68
"November21","Nebraska",31,2021-11-03,2021-12-02,338,38.64,10.12,27.45,24.69,7.82,7.66,2.47,19.66,23.97,54.76,35.96,57.89,15.35,12.79,2.8
"November21","New Hampshire",33,2021-11-03,2021-12-02,318,43.03,16.13,27.28,28.46,13.76,5.78,2.68,22.77,29.99,57.36,42.57,59.09,13.8,8.64,3.64
"November21","New Jersey",34,2021-11-03,2021-12-02,606,40.53,14.27,25.93,26.21,12.5,11.22,7.84,29.02,38.9,61.27,52.73,60.74,12.91,8.69,3.89
"November21","New Mexico",35,2021-11-03,2021-12-02,361,37.12,6.93,21.92,20.02,18.48,8.06,3.87,33.66,46.47,68.59,70.82,57.11,15.07,5.55,3.26
"November21","Nevada",32,2021-11-03,2021-12-02,373,35.68,12.65,25.14,32.76,17.48,9.12,8.5,29.37,35.99,71.65,60.03,56.23,12.98,8.99,6.54
"November21","New York",36,2021-11-03,2021-12-02,1047,38.96,10.08,22.37,21.83,13.44,9.69,16.02,34.95,41.62,67.04,57.8,50.21,14.09,4.62,3.09
"November21","Ohio",39,2021-11-03,2021-12-02,670,35.75,10.48,25.55,27.08,12.61,9.16,2,24.67,32.44,60.82,42.37,53.47,14.87,8.12,5.51
"November21","Oklahoma",40,2021-11-03,2021-12-02,380,44.7,10.88,27.05,26.09,12.33,12.26,1.74,19.91,28.96,56.32,36.62,57.27,15.64,8.8,3.38
"November21","Oregon",41,2021-11-03,2021-12-02,404,34.37,8.05,26.53,25.89,12.4,8.15,6.02,36.28,37.63,62.14,63.34,56.76,12.42,12.19,4.78
"November21","Pennsylvania",42,2021-11-03,2021-12-02,680,37.43,9.73,22.04,24.46,11.29,10.04,5.5,26.8,35.81,63.63,48.8,55.45,13.53,9.53,4.68
"November21","Rhode Island",44,2021-11-03,2021-12-02,337,34.31,10.76,18.3,19.68,13.17,7.14,4.53,24.33,34.2,61.72,42.1,62.43,17.18,7.62,4.38
"November21","South Carolina",45,2021-11-03,2021-12-02,431,35.49,7.06,24.41,21.67,13.97,9.88,2.34,27.21,40.08,60.37,47.21,47.28,13.12,6.75,3.27
"November21","South Dakota",46,2021-11-03,2021-12-02,282,41.63,6.3,24.77,27.2,15.22,13.29,2.76,19.17,28.01,56.5,24.65,61.98,17.22,10.69,6.72
"November21","Tennessee",47,2021-11-03,2021-12-02,480,37.39,6.98,24.4,28.38,13.96,10.58,2.79,28.95,39.45,67.32,50.39,55.63,16.78,8.07,3.46
"November21","Texas",48,2021-11-03,2021-12-02,1040,42.16,13.79,23.97,27.65,12.3,8.25,2.76,31.83,38.12,65,52.35,53.07,13.9,6.97,3.02
"November21","Utah",49,2021-11-03,2021-12-02,379,40.11,13.36,30.86,28.88,14.51,13.37,4.05,27.17,31.26,59.87,33.97,62.08,12.47,11.82,7.65
"November21","Virginia",51,2021-11-03,2021-12-02,624,36.6,13,26.91,22,14.32,7.07,3.52,34.81,41.54,66.03,58.61,50.47,12.08,6.1,3.71
"November21","Vermont",50,2021-11-03,2021-12-02,286,38.56,6.92,18.15,17.27,14.55,3.75,1.95,23.43,35.05,51.01,46.22,58.82,12.89,6.98,4.14
"November21","Washington",53,2021-11-03,2021-12-02,532,38.35,11.35,23.28,21.28,11.61,6.52,6.57,32.27,42.24,63.83,64.75,56.42,12,7.34,3.51
"November21","Wisconsin",55,2021-11-03,2021-12-02,464,48.15,8.24,24.96,24.26,13.02,6.64,3.5,21.83,23.92,57.96,35.76,63.47,15.58,10.35,6.58
"November21","West Virginia",54,2021-11-03,2021-12-02,355,31.87,4.36,28.4,20.11,16.98,11.23,1.81,30.2,34.75,62.93,44.18,53.07,13.63,9.37,4.02
"November21","Wyoming",56,2021-11-03,2021-12-02,276,47.52,9.61,25.57,32.64,13.6,12.49,1.53,14.55,21.45,62.88,13.93,59.88,19.09,15.52,4.44
"January22","United States",NA,2021-12-22,2022-01-24,25358,33.47,9.1,21.22,19.22,10.75,8.61,4.01,34.14,42.24,64.52,57.41,50.44,12.84,6.19,3.48
"January22","Alaska",2,2021-12-22,2022-01-24,333,35.9,10.65,26.38,20.48,11.85,8.71,2.55,24.55,34.36,63.07,44.45,54.74,14.6,7.77,2.56
"January22","Alabama",1,2021-12-22,2022-01-24,426,29.79,8.85,29,21.75,16.74,12.49,1.24,28.61,38.1,64.12,49.16,49.28,14.18,5.66,3.63
"January22","Arkansas",5,2021-12-22,2022-01-24,410,30.06,7.79,27.26,20.97,14.23,14.9,1.93,27.11,33.43,60.81,40.18,55.26,13.05,6.57,5.93
"January22","Arizona",4,2021-12-22,2022-01-24,469,35.57,7.88,24.48,19.78,11.35,8.95,7.31,31.23,37.07,67.18,53.96,53.99,13.19,6.46,4.7
"January22","California",6,2021-12-22,2022-01-24,1107,33.39,9.34,22.05,20.95,11.04,7.15,4.51,39.79,47.06,69.26,71.21,45.42,11.5,5.71,2.7
"January22","Colorado",8,2021-12-22,2022-01-24,510,38.52,9.96,20.19,19.61,12.6,6.23,4.91,26.04,34.71,60.73,54.83,51.99,13.52,6.4,3.77
"January22","Connecticut",9,2021-12-22,2022-01-24,406,30.51,9.28,18.48,13.95,12.13,6.98,3.61,38.96,45.85,70.66,74.86,46.01,11.8,7.42,2.38
"January22","District of Columbia",11,2021-12-22,2022-01-24,349,27.9,12.74,15.36,16.56,11.55,7.47,11.66,48.96,57.76,71.01,79.15,52.55,13.32,4.2,2.5
"January22","Delaware",10,2021-12-22,2022-01-24,466,32.83,10.78,17.89,14.85,8.75,5.89,2.36,31.82,42.69,66.11,56.09,47.4,14.91,5.76,2.81
"January22","Florida",12,2021-12-22,2022-01-24,701,30.83,10.27,20.07,20.32,12.25,10.22,3.03,35.77,42.23,64.92,54.41,45.71,12.96,5.91,4.47
"January22","Georgia",13,2021-12-22,2022-01-24,603,34.31,7.53,20.78,17.45,12.7,10.47,3.03,36.68,44.21,67.06,58.73,45.55,10.45,6.17,2.35
"January22","Hawaii",15,2021-12-22,2022-01-24,482,32.83,7.03,20.52,17.41,10.69,7.56,6.04,40.6,49.9,69.33,78.28,44.34,11.68,5.7,3.09
"January22","Iowa",19,2021-12-22,2022-01-24,430,39.07,2.24,20.09,15.68,10.41,8.11,1.7,21.53,32.71,55.78,34.74,52.85,11.61,5.63,7.81
"January22","Idaho",16,2021-12-22,2022-01-24,462,34.75,7.87,25.1,19.96,13.95,7.58,1.19,22.08,27.49,53.51,28.26,56.37,15.18,5.73,6.76
"January22","Illinois",17,2021-12-22,2022-01-24,641,32.66,10.31,20.19,16.99,9.58,7.75,6.29,35.46,44.01,61.06,64.29,49.87,11.16,6.54,2.49
"January22","Indiana",18,2021-12-22,2022-01-24,494,36.52,10.06,24.91,17.68,9.45,9.81,4.76,26.95,31.71,63.2,42.24,52.06,13.45,9.32,3.69
"January22","Kansas",20,2021-12-22,2022-01-24,408,39.31,8.98,28.45,21.57,10.93,10.46,0.35,27.92,36.77,57.21,40.22,55.64,14.27,6.56,6.21
"January22","Kentucky",21,2021-12-22,2022-01-24,449,30.63,5.68,22.46,17.77,10.02,11.66,0.97,29.56,39.11,66.11,44.97,51.61,11.73,9.66,4.74
"January22","Louisiana",22,2021-12-22,2022-01-24,414,40.22,8.93,24.02,23.48,12.63,11.51,1.55,34.02,44.43,65.47,55.3,52.88,14.12,5.54,2.55
"January22","Massachusetts",25,2021-12-22,2022-01-24,497,33.73,9.75,23.97,17.14,9.59,6.46,5.43,36.05,45.07,66.06,67.07,52.52,14.93,6.99,3.58
"January22","Maryland",24,2021-12-22,2022-01-24,482,31.28,10.02,19.34,14.41,8,4.69,3.72,46.06,54.17,64.92,72.05,43.54,9.66,4.58,1.79
"January22","Maine",23,2021-12-22,2022-01-24,446,28.83,3.92,18.2,11.16,11.85,3.87,0.71,33.17,45.52,61.64,50.94,49.86,12.39,5.35,3.08
"January22","Michigan",26,2021-12-22,2022-01-24,576,34.14,5.72,23.36,21.54,9.9,6.62,1.48,28.16,35.62,61.78,43.4,51.23,13.85,7.24,3.44
"January22","Minnesota",27,2021-12-22,2022-01-24,476,35.91,8.06,24.47,18.88,8.87,8.65,3.97,26.02,32.62,56.63,41.31,55.75,15.99,8.21,4.04
"January22","Missouri",29,2021-12-22,2022-01-24,523,31.9,7.6,25.84,19.49,13.13,10.27,2.45,33.27,40.96,61.98,45.17,53.53,13.3,7.46,2.79
"January22","Mississippi",28,2021-12-22,2022-01-24,370,33.56,10.38,19.84,21.41,14.17,12.65,0.47,33.45,37.99,69.76,55.86,49.75,8.95,6.14,4.91
"January22","Montana",30,2021-12-22,2022-01-24,430,34.2,6.38,23.68,21.39,9.59,7.25,0.59,22.04,29.2,55.85,30.79,54.14,16.11,6.53,4.58
